gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
female,"tamil, english",bachelor's degree,cyber security,3.38,2,1,3.0,Backend Developer,"Microservices, Spring Boot, REST API, Node.js",excellent,visual,systems analyst,remote,poor,no,4,azure
female,english,bachelor's degree,computer science,2.87,3,1,2.38,Web Developer,"CSS, JavaScript, MySQL, PHP",excellent,kinesthetic,devops engineer,remote,average,no,0,cisco
male,"english, sinhala",bachelor's degree,data science,3.97,4,2,3.13,Mobile App Developer,"Kotlin, Swift, REST API, Firebase",moderate,visual,security engineer,hybrid,average,no,5,google
male,"sinhala, tamil",bachelor's degree,information technology,2.1,1,1,3.01,Data Scientist,"Machine Learning, NumPy, Python, SQL",low,visual,devops engineer,remote,excellent,yes,12,aws
male,"english, sinhala",bachelor's degree,computer science,3.76,2,1,3.86,Data Analyst,"Statistics, Excel, SQL, Power BI",moderate,visual,software engineer,remote,poor,yes,12,none
female,"sinhala, tamil",bachelor's degree,software engineering,3.28,2,2,2.39,Machine Learning Engineer,"NumPy, Scikit-learn, Deep Learning, TensorFlow",moderate,visual,data scientist,remote,poor,yes,3,google
female,english,bachelor's degree,information technology,3.55,1,1,3.78,AI Engineer,"LLMs, Python, PyTorch, NLP",excellent,visual,security engineer,onsite,average,yes,6,none
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.81,1,1,3.15,BI Developer,"Tableau, ETL Tools, SQL, DAX",excellent,kinesthetic,devops engineer,onsite,poor,no,9,aws
male,sinhala,bachelor's degree,cyber security,3.08,3,2,3.15,DevOps Engineer,"AWS, Kubernetes, CI/CD, Docker",excellent,visual,data scientist,hybrid,excellent,yes,7,none
male,"sinhala, tamil",bachelor's degree,information technology,2.21,2,1,2.24,Cloud Engineer,"Docker, Azure, Terraform, Kubernetes",excellent,visual,qa engineer,remote,poor,yes,0,cisco
female,english,bachelor's degree,computer science,2.27,3,1,3.36,Cloud Architect,"Microservices, Scalability, IaC, Security",moderate,visual,devops engineer,onsite,poor,yes,11,cisco
male,sinhala,bachelor's degree,information technology,2.77,4,2,3.82,Cybersecurity Analyst,"Python, Networking, SIEM, Linux",moderate,auditory,systems analyst,remote,poor,yes,7,google
female,tamil,bachelor's degree,cyber security,2.51,2,1,3.67,Ethical Hacker,"Wireshark, Python, Metasploit, Nmap",low,visual,qa engineer,remote,average,yes,12,none
male,"english, sinhala",bachelor's degree,software engineering,4.0,3,2,3.83,Security Engineer,"Cloud Security, Linux, IAM, SIEM",moderate,auditory,devops engineer,hybrid,excellent,yes,9,none
male,"english, sinhala",bachelor's degree,data science,2.3,2,2,2.47,Information Security Analyst,"SIEM, Networking, Incident Response, Compliance",low,kinesthetic,systems analyst,remote,poor,no,9,google
male,tamil,bachelor's degree,computer science,2.03,4,1,3.94,Network Engineer,"VPN, TCP/IP, Switching, Routing",moderate,visual,data scientist,onsite,average,no,9,google
male,"tamil, english",bachelor's degree,computer science,2.75,1,2,2.32,System Administrator,"Linux, Virtualization, Windows Server, Networking",moderate,kinesthetic,software engineer,hybrid,poor,no,2,azure
female,english,bachelor's degree,cyber security,3.62,3,1,2.53,IT Support Engineer,"Active Directory, Windows, Ticketing Tools, Networking",excellent,visual,data scientist,onsite,excellent,no,10,none
male,sinhala,bachelor's degree,cyber security,2.77,3,1,3.82,Hardware Engineer,"Embedded C, Arduino, Microcontrollers, PCB Design",low,auditory,security engineer,onsite,poor,no,11,aws
female,"english, sinhala, tamil",bachelor's degree,computer science,2.91,4,2,3.2,QA Engineer,"SQL, Manual Testing, Jira, Selenium",excellent,kinesthetic,qa engineer,onsite,average,no,11,azure
female,sinhala,bachelor's degree,data science,4.0,1,2,2.65,Software Tester,"Selenium, Agile, SQL, Bug Tracking",low,auditory,data scientist,remote,excellent,no,1,cisco
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.72,3,1,3.71,Automation Test Engineer,"Selenium, Python, Java, Cypress",low,auditory,security engineer,hybrid,excellent,yes,1,google
female,english,bachelor's degree,computer science,3.51,3,1,2.38,UI Designer,"Prototyping, Photoshop, UI Principles, Color Theory",moderate,kinesthetic,qa engineer,remote,average,no,10,google
female,english,bachelor's degree,data science,3.05,3,2,3.84,UX Designer,"User Research, Figma, Wireframing, UX Testing",excellent,kinesthetic,devops engineer,remote,average,no,0,azure
female,english,bachelor's degree,information technology,3.1,3,1,2.67,Product Designer,"UI Design, Figma, UX Research, Design Systems",moderate,visual,systems analyst,onsite,poor,no,9,azure
male,"english, sinhala, tamil",bachelor's degree,computer science,3.48,3,2,3.94,Blockchain Developer,"Solidity, Node.js, Web3.js, Cryptography",moderate,kinesthetic,qa engineer,remote,average,no,9,cisco
male,sinhala,bachelor's degree,computer science,2.93,2,1,3.27,IoT Engineer,"Cloud Integration, Arduino, MQTT, Raspberry Pi",low,kinesthetic,systems analyst,onsite,excellent,no,7,aws
male,english,bachelor's degree,cyber security,3.98,3,1,2.49,Embedded Systems Engineer,"C/C++, PCB Design, RTOS, Microcontrollers",low,auditory,systems analyst,onsite,excellent,no,9,aws
male,"english, sinhala",bachelor's degree,cyber security,3.29,1,2,2.84,AR/VR Developer,"3D Modeling, Blender, XR SDKs, C#",excellent,kinesthetic,qa engineer,remote,excellent,yes,0,aws
male,tamil,bachelor's degree,cyber security,2.73,1,1,2.9,SEO Specialist,"HTML, SEO Tools, Keyword Research, Content Strategy",moderate,auditory,qa engineer,hybrid,excellent,yes,10,google
female,"sinhala, tamil",bachelor's degree,computer science,3.0,1,1,2.87,IT Support Specialist,"Ticketing Systems, Troubleshooting, Active Directory, Networking",moderate,visual,data scientist,hybrid,excellent,yes,0,cisco
male,sinhala,bachelor's degree,data science,3.22,3,1,3.39,Software Engineer,"Java, OOP, Spring Boot, Git",moderate,kinesthetic,qa engineer,hybrid,poor,no,4,aws
male,english,bachelor's degree,software engineering,3.8,3,2,2.23,Full Stack Developer,"REST API, MongoDB, React, JavaScript",excellent,visual,systems analyst,onsite,average,yes,3,none
female,"english, sinhala, tamil",bachelor's degree,software engineering,3.38,2,2,3.73,Frontend Developer,"Tailwind CSS, TypeScript, CSS, React",excellent,visual,systems analyst,onsite,excellent,yes,7,cisco
male,"english, sinhala",bachelor's degree,data science,3.32,4,1,2.75,Backend Developer,"Spring Boot, REST API, Microservices, Node.js",excellent,auditory,devops engineer,onsite,excellent,no,9,google
male,"tamil, english",bachelor's degree,information technology,2.96,4,1,3.94,Web Developer,"Bootstrap, CSS, HTML, PHP",excellent,kinesthetic,software engineer,onsite,average,no,6,aws
female,tamil,bachelor's degree,computer science,2.61,3,1,2.24,Mobile App Developer,"Java, Kotlin, Swift, Firebase",moderate,kinesthetic,data scientist,onsite,average,no,1,aws
male,tamil,bachelor's degree,information technology,3.32,4,1,3.12,Data Scientist,"Tableau, Machine Learning, Python, SQL",low,kinesthetic,systems analyst,onsite,excellent,yes,10,cisco
female,"english, sinhala",bachelor's degree,data science,3.57,3,1,3.59,Data Analyst,"Statistics, SQL, Data Visualization, Power BI",moderate,kinesthetic,devops engineer,hybrid,average,yes,1,aws
male,"english, sinhala",bachelor's degree,cyber security,2.52,4,2,2.23,Machine Learning Engineer,"Python, NumPy, Deep Learning, Scikit-learn",low,kinesthetic,software engineer,remote,poor,yes,8,cisco
male,sinhala,bachelor's degree,computer science,3.5,3,2,2.82,AI Engineer,"Data Processing, LLMs, Python, NLP",moderate,visual,data scientist,hybrid,poor,yes,2,azure
female,"sinhala, tamil",bachelor's degree,computer science,3.25,3,2,2.92,BI Developer,"Power BI, DAX, ETL Tools, SQL",moderate,visual,qa engineer,onsite,average,no,4,none
female,"sinhala, tamil",bachelor's degree,computer science,2.78,1,1,3.35,DevOps Engineer,"Kubernetes, AWS, Linux, Jenkins",excellent,auditory,devops engineer,remote,average,yes,3,aws
female,sinhala,bachelor's degree,information technology,2.5,3,2,3.11,Cloud Engineer,"Terraform, Docker, Azure, GCP",low,kinesthetic,security engineer,onsite,excellent,yes,2,aws
female,english,bachelor's degree,information technology,3.46,4,1,3.54,Cloud Architect,"IaC, Networking, Scalability, Microservices",moderate,visual,software engineer,remote,excellent,yes,3,google
male,"tamil, english",bachelor's degree,cyber security,2.51,1,1,2.31,Cybersecurity Analyst,"Networking, SIEM, Risk Analysis, Python",excellent,visual,systems analyst,hybrid,excellent,no,10,cisco
male,sinhala,bachelor's degree,cyber security,3.22,4,2,3.47,Ethical Hacker,"Burp Suite, Nmap, Kali Linux, Python",low,kinesthetic,systems analyst,hybrid,poor,yes,11,google
male,tamil,bachelor's degree,information technology,3.8,2,1,3.87,Security Engineer,"Cloud Security, Linux, SIEM, Firewalls",moderate,kinesthetic,devops engineer,onsite,poor,no,12,none
male,english,bachelor's degree,cyber security,3.43,2,1,3.14,Information Security Analyst,"Networking, Risk Assessment, Incident Response, SIEM",excellent,visual,software engineer,onsite,poor,no,10,cisco
female,sinhala,bachelor's degree,information technology,3.3,1,2,3.52,Network Engineer,"Firewalls, VPN, Routing, TCP/IP",excellent,visual,security engineer,hybrid,average,no,12,azure
female,"english, sinhala",bachelor's degree,cyber security,2.81,1,1,3.33,System Administrator,"Virtualization, Networking, Bash, Windows Server",low,kinesthetic,devops engineer,remote,poor,yes,6,aws
male,"english, sinhala, tamil",bachelor's degree,computer science,3.83,1,1,2.6,IT Support Engineer,"Networking, Hardware, Ticketing Tools, Windows",low,visual,software engineer,onsite,excellent,no,4,azure
male,"tamil, english",bachelor's degree,software engineering,2.24,3,2,3.97,Hardware Engineer,"Embedded C, Electronics, Arduino, Circuit Design",low,kinesthetic,data scientist,hybrid,average,yes,2,azure
female,"tamil, english",bachelor's degree,information technology,2.6,1,2,3.68,QA Engineer,"SQL, API Testing, Selenium, Jira",excellent,kinesthetic,data scientist,remote,average,no,5,aws
male,"tamil, english",bachelor's degree,computer science,3.4,1,1,3.44,Software Tester,"Test Plans, Bug Tracking, Selenium, Manual Testing",low,visual,security engineer,onsite,average,yes,4,cisco
male,"english, sinhala",bachelor's degree,computer science,2.77,4,1,3.07,Automation Test Engineer,"TestNG, Java, Cypress, CI/CD",low,visual,qa engineer,onsite,average,yes,7,aws
female,sinhala,bachelor's degree,information technology,2.68,2,2,2.22,UI Designer,"Color Theory, Prototyping, Adobe XD, Figma",moderate,kinesthetic,systems analyst,remote,poor,no,12,azure
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.45,2,2,2.99,UX Designer,"User Research, Prototyping, UX Testing, Psychology",excellent,kinesthetic,systems analyst,onsite,average,yes,9,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.46,2,1,2.91,Product Designer,"Prototyping, User Flow, UX Research, Figma",moderate,visual,qa engineer,onsite,average,no,9,azure
female,"tamil, english",bachelor's degree,data science,4.0,1,2,3.92,Blockchain Developer,"Cryptography, Solidity, Node.js, Ethereum",excellent,visual,systems analyst,onsite,average,yes,2,aws
male,"english, sinhala",bachelor's degree,information technology,2.66,4,1,2.99,IoT Engineer,"Raspberry Pi, Arduino, Sensors, C/C++",excellent,auditory,qa engineer,onsite,excellent,yes,6,cisco
male,english,bachelor's degree,computer science,3.75,2,1,3.71,Embedded Systems Engineer,"IoT, Microcontrollers, PCB Design, Electronics",low,kinesthetic,devops engineer,remote,poor,no,6,none
female,"tamil, english",bachelor's degree,computer science,2.68,3,1,3.41,AR/VR Developer,"Unity, Blender, XR SDKs, 3D Modeling",moderate,auditory,data scientist,onsite,poor,yes,0,none
male,tamil,bachelor's degree,information technology,2.44,2,1,3.77,SEO Specialist,"Keyword Research, HTML, Google Analytics, Backlinks",excellent,visual,data scientist,hybrid,poor,no,3,google
male,"tamil, english",bachelor's degree,cyber security,2.0,3,1,2.85,IT Support Specialist,"Active Directory, Windows, Networking, Ticketing Systems",excellent,auditory,software engineer,onsite,excellent,no,8,aws
female,"tamil, english",bachelor's degree,information technology,2.77,3,2,3.8,Software Engineer,"Spring Boot, Python, SQL, Java",moderate,visual,systems analyst,hybrid,poor,yes,10,cisco
male,english,bachelor's degree,data science,3.39,1,2,3.73,Full Stack Developer,"REST API, Express, Node.js, JavaScript",excellent,kinesthetic,qa engineer,remote,average,yes,7,azure
female,english,bachelor's degree,data science,3.71,2,1,2.32,Frontend Developer,"CSS, TypeScript, React, HTML",excellent,auditory,data scientist,onsite,excellent,no,11,none
male,english,bachelor's degree,information technology,4.0,1,2,3.76,Backend Developer,"Node.js, Java, Microservices, Spring Boot",moderate,auditory,systems analyst,hybrid,poor,yes,10,aws
female,english,bachelor's degree,cyber security,3.72,3,1,2.53,Web Developer,"HTML, JavaScript, CSS, Bootstrap",excellent,kinesthetic,qa engineer,hybrid,poor,yes,5,aws
male,"tamil, english",bachelor's degree,cyber security,3.75,1,2,2.9,Mobile App Developer,"Flutter, Firebase, Java, Kotlin",low,visual,systems analyst,onsite,average,yes,9,azure
female,"english, sinhala, tamil",bachelor's degree,information technology,2.71,2,1,2.56,Data Scientist,"Machine Learning, SQL, NumPy, Python",moderate,visual,devops engineer,remote,average,yes,10,azure
male,sinhala,bachelor's degree,software engineering,2.85,1,1,3.99,Data Analyst,"Data Visualization, Power BI, Statistics, SQL",low,visual,security engineer,remote,average,no,3,azure
female,"english, sinhala, tamil",bachelor's degree,data science,2.2,2,1,3.32,Machine Learning Engineer,"Python, NumPy, Pandas, Deep Learning",moderate,auditory,qa engineer,onsite,excellent,yes,0,cisco
male,tamil,bachelor's degree,cyber security,3.17,4,2,2.46,AI Engineer,"Data Processing, LLMs, TensorFlow, NLP",low,visual,software engineer,hybrid,poor,yes,8,cisco
male,sinhala,bachelor's degree,data science,2.07,1,2,3.25,BI Developer,"Tableau, DAX, Excel, ETL Tools",excellent,kinesthetic,qa engineer,remote,excellent,yes,12,google
male,"english, sinhala, tamil",bachelor's degree,cyber security,2.46,1,1,3.32,DevOps Engineer,"AWS, Docker, Kubernetes, Linux",moderate,auditory,qa engineer,onsite,poor,yes,9,none
female,english,bachelor's degree,data science,3.61,2,2,2.43,Cloud Engineer,"Kubernetes, Azure, Docker, Terraform",low,auditory,systems analyst,onsite,poor,no,8,none
female,"tamil, english",bachelor's degree,cyber security,2.8,1,1,3.09,Cloud Architect,"Networking, Microservices, IaC, Security",low,visual,devops engineer,hybrid,poor,no,1,cisco
male,english,bachelor's degree,software engineering,2.71,3,2,3.32,Cybersecurity Analyst,"Linux, Firewalls, Risk Analysis, Python",low,visual,software engineer,remote,average,yes,11,cisco
female,sinhala,bachelor's degree,data science,3.19,1,1,2.88,Ethical Hacker,"Metasploit, Wireshark, Nmap, Python",low,auditory,security engineer,hybrid,excellent,yes,3,none
female,tamil,bachelor's degree,software engineering,3.24,1,1,3.96,Security Engineer,"Encryption, Cloud Security, IAM, SIEM",excellent,auditory,systems analyst,hybrid,excellent,no,9,none
male,sinhala,bachelor's degree,computer science,4.0,1,1,3.34,Information Security Analyst,"Networking, Risk Assessment, Compliance, SOC Tools",low,auditory,software engineer,hybrid,excellent,yes,11,aws
female,"tamil, english",bachelor's degree,software engineering,3.4,2,2,2.41,Network Engineer,"Routing, Switching, TCP/IP, VPN",excellent,auditory,devops engineer,hybrid,average,no,7,cisco
female,tamil,bachelor's degree,information technology,2.38,1,1,3.99,System Administrator,"Windows Server, Linux, Bash, Virtualization",low,visual,data scientist,onsite,excellent,no,8,azure
male,"english, sinhala",bachelor's degree,data science,3.58,2,2,3.77,IT Support Engineer,"Active Directory, Windows, Networking, Hardware",low,auditory,systems analyst,hybrid,poor,yes,2,none
female,english,bachelor's degree,software engineering,3.82,3,1,3.07,Hardware Engineer,"Microcontrollers, Embedded C, Circuit Design, PCB Design",low,kinesthetic,data scientist,remote,poor,no,7,google
male,tamil,bachelor's degree,computer science,3.88,3,2,3.58,QA Engineer,"Selenium, Jira, Test Cases, API Testing",moderate,visual,systems analyst,onsite,excellent,no,7,aws
female,"tamil, english",bachelor's degree,information technology,3.94,4,1,3.53,Software Tester,"Manual Testing, Bug Tracking, SQL, Selenium",low,auditory,data scientist,remote,average,yes,12,cisco
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.03,4,2,2.6,Automation Test Engineer,"Python, CI/CD, Cypress, Java",low,auditory,devops engineer,hybrid,excellent,yes,9,cisco
female,sinhala,bachelor's degree,cyber security,2.75,3,1,2.53,UI Designer,"Color Theory, Adobe XD, UI Principles, Prototyping",excellent,visual,data scientist,remote,excellent,yes,2,google
female,english,bachelor's degree,cyber security,3.81,3,2,3.03,UX Designer,"User Research, Figma, UX Testing, Wireframing",excellent,auditory,qa engineer,remote,average,no,2,azure
female,english,bachelor's degree,information technology,3.43,2,2,3.09,Product Designer,"UX Research, Design Systems, UI Design, Prototyping",low,auditory,devops engineer,remote,poor,yes,5,none
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.35,4,2,3.55,Blockchain Developer,"Solidity, Cryptography, Web3.js, Smart Contracts",low,kinesthetic,security engineer,hybrid,poor,no,0,cisco
female,sinhala,bachelor's degree,information technology,2.92,3,1,2.86,IoT Engineer,"MQTT, Arduino, C/C++, Cloud Integration",low,kinesthetic,software engineer,hybrid,excellent,no,10,none
female,sinhala,bachelor's degree,computer science,2.27,3,1,2.52,Embedded Systems Engineer,"Microcontrollers, IoT, RTOS, Electronics",excellent,visual,qa engineer,remote,excellent,no,2,cisco
female,"tamil, english",bachelor's degree,computer science,3.75,2,2,2.65,AR/VR Developer,"XR SDKs, C#, 3D Modeling, Unity",excellent,auditory,data scientist,remote,poor,no,1,google
female,"english, sinhala, tamil",bachelor's degree,information technology,2.31,4,1,3.37,SEO Specialist,"Backlinks, Keyword Research, Google Analytics, Content Strategy",moderate,visual,data scientist,hybrid,average,no,2,aws
male,sinhala,bachelor's degree,software engineering,2.91,4,2,2.54,IT Support Specialist,"Hardware, Ticketing Systems, Windows, Active Directory",moderate,kinesthetic,data scientist,remote,average,no,1,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.52,1,1,2.68,Software Engineer,"Spring Boot, Java, Git, SQL",excellent,visual,security engineer,remote,poor,no,3,cisco
female,"sinhala, tamil",bachelor's degree,software engineering,3.48,4,2,3.88,Full Stack Developer,"React, JavaScript, REST API, Node.js",moderate,visual,data scientist,onsite,excellent,no,8,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,2.16,3,1,3.84,Frontend Developer,"React, TypeScript, JavaScript, HTML",excellent,visual,devops engineer,remote,excellent,no,6,cisco
male,tamil,bachelor's degree,computer science,2.42,4,1,3.45,Backend Developer,"SQL, Microservices, Node.js, Spring Boot",low,kinesthetic,devops engineer,remote,excellent,yes,0,azure
female,"english, sinhala",bachelor's degree,software engineering,3.06,4,1,3.42,Web Developer,"Bootstrap, HTML, MySQL, PHP",excellent,auditory,devops engineer,onsite,poor,no,2,azure
female,"english, sinhala",bachelor's degree,cyber security,4.0,4,2,3.43,Mobile App Developer,"Swift, Java, Flutter, Firebase",excellent,visual,software engineer,hybrid,poor,yes,1,aws
female,"tamil, english",bachelor's degree,computer science,3.24,3,2,2.88,Data Scientist,"NumPy, SQL, Machine Learning, Tableau",low,visual,data scientist,hybrid,poor,yes,12,azure
male,"english, sinhala",bachelor's degree,software engineering,3.66,4,1,3.65,Data Analyst,"Statistics, Power BI, Python, SQL",excellent,kinesthetic,data scientist,remote,excellent,no,6,azure
female,"tamil, english",bachelor's degree,data science,2.74,3,1,2.32,Machine Learning Engineer,"Deep Learning, Python, Pandas, TensorFlow",excellent,visual,qa engineer,onsite,excellent,yes,12,google
male,"tamil, english",bachelor's degree,software engineering,3.71,4,1,3.32,AI Engineer,"TensorFlow, PyTorch, LLMs, Python",low,kinesthetic,security engineer,remote,poor,no,1,aws
female,"english, sinhala",bachelor's degree,software engineering,2.38,4,1,3.47,BI Developer,"Power BI, DAX, SQL, Excel",excellent,kinesthetic,data scientist,remote,average,no,4,none
male,tamil,bachelor's degree,information technology,2.08,3,1,3.08,DevOps Engineer,"Docker, Jenkins, Linux, AWS",low,auditory,data scientist,hybrid,average,no,12,cisco
male,"english, sinhala",bachelor's degree,cyber security,3.25,4,1,3.03,Cloud Engineer,"Azure, GCP, AWS, Kubernetes",excellent,auditory,devops engineer,remote,average,no,9,none
male,sinhala,bachelor's degree,software engineering,4.0,1,2,3.05,Cloud Architect,"Security, Microservices, IaC, AWS/Azure Design",moderate,visual,qa engineer,hybrid,poor,yes,2,none
male,sinhala,bachelor's degree,software engineering,4.0,4,2,3.94,Cybersecurity Analyst,"Linux, Networking, Python, Risk Analysis",excellent,visual,devops engineer,hybrid,poor,no,4,azure
female,"sinhala, tamil",bachelor's degree,software engineering,3.81,4,2,3.32,Ethical Hacker,"Python, Metasploit, Kali Linux, Wireshark",low,auditory,devops engineer,remote,poor,no,8,cisco
male,"tamil, english",bachelor's degree,computer science,2.35,4,2,2.81,Security Engineer,"Firewalls, Cloud Security, Encryption, IAM",excellent,visual,software engineer,remote,average,yes,10,none
female,"english, sinhala, tamil",bachelor's degree,computer science,3.76,4,2,3.6,Information Security Analyst,"Risk Assessment, Incident Response, SIEM, Compliance",moderate,visual,devops engineer,hybrid,poor,no,12,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.79,2,1,3.78,Network Engineer,"Cisco, Firewalls, Switching, TCP/IP",low,auditory,security engineer,hybrid,average,yes,8,google
female,sinhala,bachelor's degree,computer science,3.28,2,1,2.84,System Administrator,"Linux, Active Directory, Virtualization, Bash",moderate,kinesthetic,qa engineer,remote,average,yes,2,google
male,"english, sinhala, tamil",bachelor's degree,computer science,3.05,3,2,2.97,IT Support Engineer,"Active Directory, Windows, Troubleshooting, Ticketing Tools",moderate,kinesthetic,qa engineer,remote,excellent,no,0,azure
female,"tamil, english",bachelor's degree,computer science,3.9,4,1,2.93,Hardware Engineer,"PCB Design, Electronics, Circuit Design, Embedded C",moderate,auditory,data scientist,hybrid,average,yes,5,azure
female,"sinhala, tamil",bachelor's degree,software engineering,3.84,2,1,2.4,QA Engineer,"Jira, SQL, Manual Testing, API Testing",moderate,visual,data scientist,hybrid,excellent,yes,2,aws
male,"english, sinhala",bachelor's degree,data science,3.12,4,2,3.88,Software Tester,"Agile, Test Plans, Manual Testing, Bug Tracking",low,visual,software engineer,onsite,average,yes,2,none
female,english,bachelor's degree,data science,3.31,4,1,3.33,Automation Test Engineer,"CI/CD, Java, Selenium, Python",low,auditory,qa engineer,hybrid,poor,no,1,aws
male,"sinhala, tamil",bachelor's degree,information technology,3.49,1,2,2.81,UI Designer,"UI Principles, Photoshop, Adobe XD, Prototyping",low,auditory,software engineer,onsite,poor,yes,3,none
female,"english, sinhala",bachelor's degree,data science,3.39,2,1,2.74,UX Designer,"Wireframing, Psychology, UX Testing, User Research",low,visual,devops engineer,remote,poor,no,10,none
female,english,bachelor's degree,data science,2.76,3,1,3.37,Product Designer,"User Flow, Prototyping, UX Research, Design Systems",excellent,kinesthetic,software engineer,onsite,average,yes,12,aws
female,"tamil, english",bachelor's degree,data science,3.51,4,2,2.27,Blockchain Developer,"Ethereum, Cryptography, Solidity, Web3.js",moderate,visual,data scientist,onsite,excellent,yes,12,google
female,"tamil, english",bachelor's degree,computer science,2.25,1,1,3.92,IoT Engineer,"Arduino, MQTT, Raspberry Pi, Cloud Integration",excellent,auditory,data scientist,hybrid,average,yes,2,aws
male,tamil,bachelor's degree,cyber security,2.66,4,2,2.23,Embedded Systems Engineer,"Electronics, Microcontrollers, PCB Design, RTOS",moderate,kinesthetic,devops engineer,onsite,poor,no,8,aws
male,english,bachelor's degree,cyber security,3.45,1,1,2.78,AR/VR Developer,"Unity, Unreal Engine, XR SDKs, C#",excellent,visual,security engineer,remote,poor,yes,2,google
female,"english, sinhala",bachelor's degree,software engineering,3.83,1,2,2.56,SEO Specialist,"SEO Tools, Backlinks, Keyword Research, HTML",moderate,auditory,software engineer,hybrid,average,no,1,cisco
female,"sinhala, tamil",bachelor's degree,cyber security,3.42,2,2,2.27,IT Support Specialist,"Troubleshooting, Ticketing Systems, Active Directory, Hardware",low,visual,security engineer,hybrid,excellent,yes,12,azure
female,"sinhala, tamil",bachelor's degree,software engineering,2.01,4,2,3.24,Software Engineer,"OOP, Spring Boot, Java, Git",excellent,auditory,qa engineer,hybrid,average,yes,6,azure
female,"english, sinhala",bachelor's degree,information technology,3.18,1,2,3.82,Full Stack Developer,"Node.js, JavaScript, React, MongoDB",excellent,kinesthetic,data scientist,remote,poor,no,1,google
female,"sinhala, tamil",bachelor's degree,information technology,2.22,4,2,2.81,Frontend Developer,"React, Tailwind CSS, HTML, CSS",excellent,visual,devops engineer,remote,excellent,no,0,azure
male,tamil,bachelor's degree,data science,2.51,2,2,2.37,Backend Developer,"Microservices, REST API, Java, Node.js",low,visual,software engineer,onsite,poor,yes,1,azure
male,tamil,bachelor's degree,data science,3.35,2,1,3.27,Web Developer,"HTML, CSS, PHP, Bootstrap",low,kinesthetic,qa engineer,hybrid,excellent,yes,3,google
female,"english, sinhala, tamil",bachelor's degree,data science,3.6,3,2,3.95,Mobile App Developer,"Java, Firebase, Swift, Flutter",excellent,auditory,devops engineer,hybrid,poor,no,10,none
male,"tamil, english",bachelor's degree,data science,3.12,4,1,2.76,Data Scientist,"NumPy, Tableau, Machine Learning, Pandas",low,visual,qa engineer,remote,poor,yes,11,aws
male,sinhala,bachelor's degree,cyber security,2.51,3,1,3.08,Data Analyst,"Statistics, Data Visualization, Excel, Power BI",low,auditory,qa engineer,onsite,average,yes,9,cisco
female,"english, sinhala",bachelor's degree,software engineering,2.78,4,1,2.68,Machine Learning Engineer,"TensorFlow, Deep Learning, NumPy, Scikit-learn",excellent,auditory,software engineer,hybrid,poor,no,10,cisco
male,"english, sinhala",bachelor's degree,cyber security,2.49,3,2,3.39,AI Engineer,"NLP, TensorFlow, PyTorch, Python",moderate,auditory,software engineer,hybrid,average,no,1,none
male,"tamil, english",bachelor's degree,cyber security,3.02,2,1,3.66,BI Developer,"Power BI, SQL, DAX, ETL Tools",low,auditory,qa engineer,onsite,excellent,yes,0,azure
female,sinhala,bachelor's degree,data science,3.68,4,1,2.6,DevOps Engineer,"Jenkins, Docker, CI/CD, AWS",low,kinesthetic,security engineer,hybrid,poor,no,2,azure
female,"english, sinhala",bachelor's degree,computer science,2.81,2,2,3.97,Cloud Engineer,"Terraform, Azure, Kubernetes, GCP",excellent,auditory,systems analyst,onsite,excellent,no,11,aws
male,"tamil, english",bachelor's degree,cyber security,3.69,1,2,3.66,Cloud Architect,"IaC, Security, Microservices, AWS/Azure Design",moderate,kinesthetic,qa engineer,hybrid,average,yes,4,none
male,english,bachelor's degree,data science,3.14,4,2,3.35,Cybersecurity Analyst,"Networking, Linux, Python, Firewalls",low,auditory,qa engineer,remote,poor,no,5,none
male,"english, sinhala",bachelor's degree,computer science,4.0,1,2,2.76,Ethical Hacker,"Nmap, Python, Burp Suite, Kali Linux",excellent,auditory,data scientist,onsite,excellent,no,3,cisco
male,"sinhala, tamil",bachelor's degree,cyber security,2.91,3,1,3.54,Security Engineer,"IAM, SIEM, Cloud Security, Linux",moderate,auditory,software engineer,hybrid,excellent,yes,3,none
male,"sinhala, tamil",bachelor's degree,computer science,3.4,1,2,3.4,Information Security Analyst,"Networking, SOC Tools, Compliance, Risk Assessment",excellent,auditory,software engineer,hybrid,average,no,8,aws
female,tamil,bachelor's degree,software engineering,2.66,4,1,3.38,Network Engineer,"Cisco, Switching, Routing, VPN",excellent,kinesthetic,systems analyst,remote,excellent,no,1,aws
female,"sinhala, tamil",bachelor's degree,information technology,2.98,4,2,3.28,System Administrator,"Virtualization, Bash, Networking, Windows Server",moderate,kinesthetic,systems analyst,onsite,poor,no,12,azure
