Gender,District_Location,Education_Stream,Soft_Skills,Key_Skils,Current_semester,GPA,Experties_Preferred_GPA,Experties_preferred_tech_skills,Experties_preferred_Skills,Experties_Preferred_Career_Field,English_score,Ocean_Openness,Ocean_Conscientiousness,Ocean_Extraversion,Ocean_Agreeableness,Ocean_Neuroticism,Riasec_Realistic,Riasec_Investigative,Riasec_Artistic,Riasec_Social,Riasec_Enterprising,Riasec_Conventional,Learning_Style,Course_Recommendation,University_Recommendation,Skill_Gap_Score,Feedback_Score,Data_Consent,Timestamp
Female,Mullaitivu,Commerce Stream,"Emotional Intelligence, Self-Motivation, Regulation","HTML5, CSS3, React.js, Tailwind, Git",2Y1S,4,3,"Java, Spring Boot, Microservices, Docker, Git;","Time Management, Efficiency, Discipline;",AI / Machine Learning Engineer,59,2,1,5,3,3,2,4,9,3,3,8,Visual,,,,,,
Female,Mannar,Commerce Stream,"Adaptability, Flexibility, Agility","Docker Desktop, Git",1Y1S,4.4,3,"TensorFlow, PyTorch, Docker, AWS SageMaker","Problem Solving, Resilience, Determination;",Frontend / Web Developer,83,1,2,5,3,3,7,4,9,4,5,1,Read/Write,,,,,,
Female,Polonnaruwa,Bio Stream,"Teamwork, Harmony Builder","Python, Pandas, TensorFlow, Jupyter, SQL",1Y2S,2.9,3.3,"Flutter, Firebase","Critical Thinking, Precise Analyzer",Data Science & Analytics,57,2,1,3,4,2,6,3,5,5,8,2,Visual,,,,,,
Female,Batticaloa,Bio Stream,"Time Management, Master of Eternity","Kubernetes, Docker, Jenkins, Terraform, Linux",2Y1S,2.9,3.3,"SQL, Power BI, Python, Tableau, Statistics;","Problem Solving, Calm Problem Breaker",IT / Technology Generalist,63,3,5,4,4,2,4,2,10,10,6,5,Read/Write,,,,,,
Male,Jaffna,Technology Stream,"Leadership, Natural Force","React.js, Node.js, Express.js, MongoDB, Git, Docker",1Y1S,2.1,3.2,"Python, Burp Suite, Kali Linux, Ethical Hacking","Emotional Intelligence, People Smart",DevOps / Cloud Engineer,59,2,5,3,1,1,3,7,5,3,4,1,Visual,,,,,,
Female,Nuwara Eliya,Maths Stream,"Time Management, Plans With Perfection","Figma, Adobe XD, Design Systems, User Testing",2Y2S,2.1,3.3,"Figma, Canva, Wireframing","Critical Thinking, High Precision",DevOps / Cloud Engineer,69,5,4,4,3,2,2,6,2,5,1,4,Mixed (Visual + Kinesthetic),,,,,,
Female,Kurunegala,Commerce Stream,"Communication, Respectful Speaker","Python, Scikit-learn, Pandas, XGBoost, Feature Engineering",2Y1S,4.9,3.2,"Kubernetes, Helm, Prometheus, GitOps, Bash","Leadership, Accountability, Courage;",Software Engineer / Backend,98,5,5,2,5,4,5,6,1,1,9,4,Kinesthetic,,,,,,
Female,Batticaloa,Bio Stream,"Communication, Soul Connection","AWS, Serverless, Lambda, DynamoDB, API Gateway",1Y2S,4.5,3.2,"Adobe XD, Figma, Framer, Interaction Design;","Creativity, Artistic Brain",DevOps / Cloud Engineer,100,1,3,3,2,4,3,2,2,5,3,8,Mixed (Visual + Read/Write),,,,,,
Female,Ampara,Commerce Stream,"Leadership, Strength in Guidance","MERN Stack, Redux, Docker, TypeScript, Git",1Y1S,4.4,3.3,"Docker Desktop, Git, Basic Commands","Presentation Skills, Sharp Delivery",Frontend / Web Developer,99,3,1,1,3,1,7,3,4,10,1,7,Kinesthetic,,,,,,
Male,Puttalam,Commerce Stream,"Teamwork, One Heart, One Soul","Flutter, Dart, Firebase, GetX, App Deployment",1Y2S,2.2,3,"Git, Docker Desktop, Basic Linux Commands, VS Code, GitHub","Emotional Intelligence, Understanding, Kindness;",Data Science & Analytics,50,5,3,3,3,1,3,9,5,7,1,9,Read/Write,,,,,,
Male,Badulla,Maths Stream,"Teamwork, Interpersonal Skills, Positive Attitude",AWS S3,1Y2S,2.4,3,"Python, Pandas, Scikit-learn, TensorFlow/Keras, SQL","Communication, Clear & Respectful",Data Science & Analytics,81,4,4,2,5,1,10,6,3,4,4,6,Kinesthetic,,,,,,
Female,Trincomalee,Commerce Stream,"Critical Thinking, Adaptability, Self-Motivation","Java, Python, Git, VS Code, MySQL, Postman",1Y1S,3.2,3.2,"React.js, Tailwind CSS, JavaScript, Responsive ","Time Management, Efficiency, Focus;",IT / Technology Generalist,74,4,5,4,2,5,6,4,5,7,2,10,Aural,,,,,,
Female,Kandy,Arts Stream,"Time Management, Efficient Worker","AWS Lambda, DynamoDB, API Gateway, CDK, S3, CloudFront, Serverless Framework",1Y1S,4.2,3.2,"Figma, Canva, Wireframing, Basic Prototyping","Teamwork, Collaboration, Empathy",DevOps / Cloud Engineer,56,4,2,3,3,3,3,9,9,9,10,2,Visual,,,,,,
Male,Trincomalee,Arts Stream,"Time Management, Always On Track","Docker, Kubernetes, Helm, Jenkins, Prometheus",2Y1S,2.4,3.2,"Python, Django, PostgreSQL, Git, Docker;","Adaptability, Change Management, Open-Mindedness",Frontend / Web Developer,68,5,4,2,2,3,1,1,4,3,4,4,Read/Write,,,,,,
Male,Matale,Bio Stream,"Problem Solving, Initiative, Resilience","Figma, Prototyping, User Flows, Design Thinking",2Y2S,3.9,3.2,"Java, Spring Boot, Kafka, REST APIs, JUnit","Emotional Intelligence, Great People Skills",Data Science & Analytics,41,4,1,2,2,1,10,6,9,1,3,8,Kinesthetic,,,,,,
Male,Kalutara,Arts Stream,"Problem Solving, Analytical Skills, Detail-Oriented","Java, Spring Boot, PostgreSQL, REST, Maven",1Y1S,4.4,3.3,"Flutter, Dart, Android Studio, Firebase Auth","Problem Solving, Logic, Reasoning;",DevOps / Cloud Engineer,83,4,4,5,2,2,7,2,4,5,2,3,Visual,,,,,,
Female,Kilinochchi,Bio Stream,"Emotional Intelligence, Highly Empathetic","React.js, Node.js, Express.js, MongoDB, Redux",2Y2S,4.2,3.2,"Java, Python, Spring Boot, Git, MySQL;","Public Speaking, Articulation, Conviction;",AI / Machine Learning Engineer,43,2,4,5,1,2,10,4,1,10,8,9,Aural,,,,,,
Female,Mullaitivu,Maths Stream,"Emotional Intelligence, Balance, Harmony","Python, Pandas",2Y2S,2.9,3.3,"Node.js, Express.js","Problem Solving, Breakthrough Maker",Data Science & Analytics,55,4,2,2,4,3,10,5,8,8,8,10,Aural,,,,,,
Male,Puttalam,Bio Stream,"Communication, Love, Understanding","Docker, Kubernetes, Jenkins, Terraform, Linux, CI/CD",2Y2S,4.9,3,"Node.js, Postman","Emotional Intelligence, Deep Listener",Software Engineer / Backend,66,1,1,4,5,4,9,2,1,5,8,5,Visual,,,,,,
Female,Nuwara Eliya,Bio Stream,"Teamwork, Synergy, Support","Node.js, Express.js, MongoDB",1Y1S,1.3,3.3,"Java, Spring Boot, Hibernate, PostgreSQL, Maven","Presentation Skills, Storytelling, Engagement;",Software Engineer / Backend,85,3,5,4,1,1,3,4,2,2,9,6,Kinesthetic,,,,,,
Male,Matara,Bio Stream,"Time Management, Clock Commander","React.js, Node.js, MongoDB, Express.js, Docker",1Y1S,4.8,3,"Java, Spring Boot, Git, Docker, MySQL","Creativity, Design Thinking, Curiosity;",DevOps / Cloud Engineer,50,3,1,1,5,5,9,8,4,8,10,10,Read/Write,,,,,,
Female,Gampaha,Bio Stream,"Presentation Skills, Hypnotic","Adobe XD, Figma, Framer, User Research, Design Thinking, Prototyping",1Y1S,2.1,3.2,"SQL, Power BI, Python, Statistics, Tableau","Leadership, Quiet Authority",Data Science & Analytics,62,5,1,5,4,1,10,1,2,3,6,9,Aural,,,,,,
Female,Kalutara,Technology Stream,"Teamwork, Unites People","Python, Google Colab, Scikit-learn, Pandas, Jupyter",2Y2S,3.9,3.3,"AWS VPC, IAM, ECS, Lambda, CloudWatch;","Leadership, Emerging Leader",Cybersecurity / Network Engineer,85,5,1,1,3,5,5,1,2,3,8,3,Visual,,,,,,
Other,Galle,Bio Stream,"Adaptability, Thrives in Change","React.js, Node.js, MongoDB, Express.js, TypeScript, Docker",2Y2S,4.8,3.3,"Node.js, Express.js, MongoDB, JWT, TypeScript;","Teamwork, Collaboration, Friendship;",Data Science & Analytics,53,2,4,2,5,3,2,5,7,10,9,10,Visual,,,,,,
Female,Ampara,Bio Stream,"Leadership, Quiet Confidence","React.js, Node.js, MongoDB, Express.js, Docker",1Y2S,3.2,3.3,"React.js, Node.js, Express.js, MongoDB, Redux;","Emotional Intelligence, Soul Reader",AI / Machine Learning Engineer,41,1,5,4,5,3,10,8,5,6,6,10,Mixed (Visual + Aural),,,,,,
Male,Monaragala,Maths Stream,"Problem Solving, Logic, Reasoning","React.js, Node.js, Express.js, MongoDB, Redux, Docker, Git",2Y2S,3.9,3.3,"Python, Pandas, Scikit-learn, TensorFlow, Jupyter","Time Management, Always On Track",Frontend / Web Developer,68,3,1,5,3,1,2,10,9,5,8,10,Aural,,,,,,
Other,Polonnaruwa,Maths Stream,"Emotional Intelligence, Balance, Harmony","Flutter, Dart, VS Code",2Y2S,4,3,"Kali Linux, Wireshark, Nmap, Python, Ethical Hacking;","Emotional Intelligence, Highly Connected",UI/UX Designer,67,5,5,4,2,5,4,3,1,6,9,9,Kinesthetic,,,,,,
Male,Jaffna,Bio Stream,"Problem Solving, Strategic Solver","React.js, Next.js, TypeScript, Tailwind CSS, Git, API Integration, Jest, Vercel",1Y1S,2.1,3.3,"MERN Stack, Redux, Docker, Firebase, Git","Creativity, Dream Architect",Data Science & Analytics,87,2,4,4,3,4,10,5,3,5,10,5,Read/Write,,,,,,
Male,Kurunegala,Maths Stream,"Problem Solving, Decision Making, Logic","Python, Django, Git, PostgreSQL, Docker, REST APIs",2Y2S,4.8,3.2,"AWS S3, EC2, Free Tier","Time Management, Precision Timing",Cybersecurity / Network Engineer,67,2,5,4,4,1,10,9,1,1,4,7,Aural,,,,,,
Other,Ratnapura,Commerce Stream,"Problem Solving, Strategic Thinking, Foresight","React.js, Node.js, MongoDB, Express.js, Docker",2Y1S,3.7,3,"Python, Pandas, Scikit-learn, TensorFlow/Keras, SQL","Time Management, Prioritization, Multitasking",UI/UX Designer,59,2,4,4,5,5,3,10,6,5,4,2,Kinesthetic,,,,,,
Male,Batticaloa,Bio Stream,"Adaptability, Thrives in Change","Figma, Wireframing",2Y1S,2.6,3.3,"Python, Google Colab, Pandas, Matplotlib","Communication, Smooth & Natural",Data Science & Analytics,92,4,2,3,4,3,3,9,10,8,7,2,Visual,,,,,,
Female,Galle,Arts Stream,"Leadership, Confidence Catalyst","MERN Stack, Redux, Docker, Git, Postman",2Y2S,3,3,"Java, Spring Boot, Microservices, Git, Docker","Emotional Intelligence, Emotionally Aware",Cybersecurity / Network Engineer,49,5,1,5,5,5,1,5,6,10,1,1,Visual,,,,,,
Female,Kurunegala,Commerce Stream,"Problem Solving, Persistence, Tenacity","Docker, Kubernetes, Jenkins, Terraform, Linux, CI/CD",1Y1S,2.2,3.3,"C++, Python, Git, Linux, Algorithms","Time Management, Organization, Orderliness;",Frontend / Web Developer,78,3,3,5,2,5,5,1,9,9,4,10,Kinesthetic,,,,,,
Female,Mannar,Bio Stream,"Time Management, Master Planner","Node.js, Express.js, MongoDB, Mongoose, JWT, Docker, Git",2Y2S,1.8,3.2,"Node.js, NestJS, TypeScript, PostgreSQL, Docker;","Critical Thinking, Top-Tier Logic",Data Science & Analytics,67,1,1,3,2,2,7,10,4,2,4,1,Kinesthetic,,,,,,
Male,Galle,Maths Stream,"Problem Solving, Initiative, Resilience","Flutter, Dart, Firebase, Android Studio",1Y2S,1.3,3,"Flutter, Dart, Android Studio","Problem Solving, Calm Problem Breaker",Data Science & Analytics,53,1,2,2,4,1,1,10,6,10,3,5,Visual,,,,,,
Other,Badulla,Maths Stream,"Adaptability, Shape Shifter","React.js, Node.js, MongoDB, Express.js, TypeScript, Docker",2Y2S,4.8,3.3,"Figma, Canva, Basic UI Design, Wireframing, Prototyping","Presentation Skills, Confidence, Body Language;",Frontend / Web Developer,85,5,2,1,4,1,8,1,1,8,2,3,Kinesthetic,,,,,,
Male,Mullaitivu,Bio Stream,"Emotional Intelligence, Compassion Engine","Java, Spring Boot, Kafka, PostgreSQL, JUnit",1Y1S,1.3,3.3,"Java, Spring Boot, Microservices, Docker, Maven","Leadership, Galaxy-Level Influence",Data Science & Analytics,61,4,3,5,4,5,9,5,3,10,4,1,Read/Write,,,,,,
Male,Matale,Bio Stream,"Creativity, Universe Creator","SQL, Python, Tableau, Power BI, Data Visualization",2Y1S,4.2,3,"PyTorch, TensorFlow, MLflow, Docker, FastAPI","Time Management, Work Ethic, Attention to Detail",IT / Technology Generalist,87,5,2,2,5,2,9,6,3,2,5,1,Visual,,,,,,
Male,Kegalle,Bio Stream,"Leadership, King/Queen of World","PyTorch, TensorFlow, Scikit-learn, Docker, FastAPI, AWS SageMaker, MLflow",1Y1S,3.9,3,"React.js, Node.js, Express.js, MongoDB, Git","Public Speaking, Eloquence, Influence;",IT / Technology Generalist,66,2,5,3,2,4,7,3,7,9,8,9,Kinesthetic,,,,,,
Female,Jaffna,Maths Stream,"Critical Thinking, Sharp Logic","TensorFlow, PyTorch, MLflow, AWS SageMaker",1Y2S,1.9,3.2,"Kali Linux, TryHackMe","Time Management, Controls Time",AI / Machine Learning Engineer,98,5,3,2,2,4,4,5,1,5,8,3,Visual,,,,,,
Female,Batticaloa,Commerce Stream,"Problem Solving, Infinite Solutions","Python, Pandas",1Y2S,4.4,3.3,"TensorFlow, Keras, PyTorch, OpenCV, NLP","Teamwork, Unites People",IT / Technology Generalist,63,3,1,5,3,1,6,3,3,6,3,1,Visual,,,,,,
Male,Kalutara,Maths Stream,"Leadership, Quiet Confidence","React.js, Redux, JavaScript, Git, Bootstrap",1Y1S,4,3.3,"Kali Linux, Wireshark, Nmap, Python Scripting","Leadership, Vision, Inspiration;",UI/UX Designer,74,4,1,3,4,4,7,6,5,3,1,10,Visual,,,,,,
Female,Anuradhapura,Maths Stream,"Time Management, Always On Track","AWS EC2, Lambda, S3, CloudFront, Route53, IAM",1Y2S,1.5,3,"HTML, CSS, React.js, Node.js, Express.js","Teamwork, Excellent Team Member",Mobile App Developer,47,3,3,4,3,5,10,8,7,2,10,3,Visual,,,,,,
Other,Polonnaruwa,Commerce Stream,"Teamwork, Perfect Harmony","Python, Scikit-learn, Pandas, Jupyter, SQL",2Y1S,2,3.2,"Figma, Canva, Basic Wireframing, Prototyping, Color Theory","Presentation Skills, Engagement, Enthusiasm;",Data Science & Analytics,81,5,3,4,4,4,7,1,1,7,5,2,Read/Write,,,,,,
Male,Kegalle,Bio Stream,"Problem Solving, Resourceful","AWS, Serverless, Lambda, S3, CloudFront",2Y2S,3.5,3.3,"Java, Python, VS Code, Git, GitHub","Presentation Skills, Engagement, Enthusiasm;",Data Science & Analytics,69,1,4,4,5,2,10,7,6,9,7,4,Visual,,,,,,
Female,Badulla,Commerce Stream,"Communication, Feedback Reception, Growth Mindset","Node.js, NestJS, TypeScript, PostgreSQL, Docker",1Y2S,2.4,3.2,"Node.js, Express.js, MongoDB, JWT Auth, Postman","Communication, Confident & Clear",UI/UX Designer,67,5,3,3,2,4,8,3,8,5,1,7,Kinesthetic,,,,,,
Female,Kandy,Technology Stream,"Communication, Friendly & Professional","React.js, Node.js, Express.js, MongoDB, TypeScript, Docker, Git, Redux",2Y1S,3.5,3,"Git, Docker Desktop, Basic Linux Commands, VS Code, GitHub","Problem Solving, Strategic Thinking, Foresight;",Frontend / Web Developer,98,3,5,2,5,3,6,3,9,1,3,7,Visual,,,,,,
Female,Kegalle,Commerce Stream,"Communication, Pure Love","MERN Stack, Redux, Docker, Firebase, Git, REST APIs, MongoDB Atlas, Jest",1Y2S,3.7,3.2,AWS Free Tier,"Presentation Skills, Confidence, Body Language;",AI / Machine Learning Engineer,62,5,4,4,4,5,2,8,4,9,3,6,Aural,,,,,,
Female,Hambantota,Maths Stream,"Time Management, Perfect Scheduler","SQL, Excel",2Y2S,4,3.2,"Docker Desktop, Git, Basic Linux Commands","Problem Solving, Logical Reasoning, Patience",Frontend / Web Developer,63,5,4,4,1,1,8,9,2,4,3,8,Kinesthetic,,,,,,
Female,Kurunegala,Maths Stream,"Communication, Always Clear","Python, Google Colab, Scikit-learn, Pandas, Jupyter",1Y1S,2.9,3.3,"Kali Linux, Wireshark, Nmap, Python, Ethical Hacking;","Communication, Transparency, Honesty;",Mobile App Developer,78,5,3,1,3,2,1,6,4,9,3,3,Visual,,,,,,
Male,Kurunegala,Bio Stream,"Creativity, Original Thinker","Flutter, Dart, Firebase, Riverpod, REST APIs, Git",1Y2S,3.9,3.3,"Java, Python, Git, Postman","Emotional Intelligence, Deep Listener",DevOps / Cloud Engineer,48,5,2,2,3,3,2,2,4,6,2,9,Read/Write,,,,,,
Female,Mullaitivu,Maths Stream,"Time Management, Always Meets Deadlines","Python, R, Scikit-learn, Feature Engineering",1Y1S,2.9,3.2,"Flutter, Dart, Firebase Auth, GetX, Git","Teamwork, Spark of Cooperation",DevOps / Cloud Engineer,90,3,3,4,4,5,10,9,7,9,5,7,Kinesthetic,,,,,,
Other,Monaragala,Bio Stream,"Communication, Rapport Building, Approachability","Python Scripting, Metasploit, Kali Linux, Network Security, Penetration Testing, SIEM",2Y1S,4.5,3.2,"PyTorch, TensorFlow, Scikit-learn, FastAPI","Problem Solving, Fast & Accurate",Data Science & Analytics,61,5,1,3,1,3,9,7,7,3,10,3,Read/Write,,,,,,
Other,Matale,Technology Stream,"Creativity, Fresh Ideas","Python, Scikit-learn, Pandas, Jupyter, SQL",2Y1S,2.4,3.3,"HTML5, CSS3, React.js, Bootstrap 5, JavaScript;","Public Speaking, Charismatic Presence",Frontend / Web Developer,42,5,4,5,2,3,8,10,1,8,6,4,Kinesthetic,,,,,,
Other,Kurunegala,Commerce Stream,"Problem Solving, Adaptive Solver","Python, FastAPI, PostgreSQL, Docker, SQLAlchemy, Pydantic, Redis",2Y1S,3.5,3.3,"Python Scripting, Metasploit, Kali Linux, OWASP;","Teamwork, Powerful Unity",DevOps / Cloud Engineer,68,2,4,2,5,1,5,4,4,4,9,5,Visual,,,,,,
Male,Kurunegala,Bio Stream,"Public Speaking, Engaging Voice","React.js, Node.js, Express.js, MongoDB, Git, Docker",1Y1S,4.4,3.2,"Figma, Canva, Basic Prototyping","Time Management, Reliable Scheduler",Data Science & Analytics,67,4,1,3,1,4,10,5,4,2,8,2,Read/Write,,,,,,
Male,Puttalam,Bio Stream,"Creativity, Innovation, Attention to Detail","Flutter, Dart, Firebase",1Y1S,4.4,3.2,"Python, Flask, PostgreSQL, Git, Redis","Leadership, Galaxy-Level Influence",DevOps / Cloud Engineer,68,4,3,1,5,4,3,1,7,6,8,4,Kinesthetic,,,,,,
Female,Matara,Bio Stream,"Public Speaking, Strong Delivery","HTML5, CSS3, React.js, Bootstrap 5, Git",2Y1S,3.2,3,"Python, Pandas, Scikit-learn, TensorFlow, Statistics;","Leadership, Motivational",Data Science & Analytics,75,3,5,5,5,1,5,6,2,10,4,3,Kinesthetic,,,,,,
Male,Colombo,Technology Stream,"Problem Solving, Strategic Thinking, Foresight","AWS, Docker, Kubernetes, Terraform, Ansible",2Y2S,2.1,3,"Python, FastAPI, Docker, PostgreSQL, Git","Creativity, Innovation, Experimentation;",Data Science & Analytics,98,3,1,1,5,4,8,10,5,7,4,4,Visual,,,,,,
Male,Hambantota,Maths Stream,"Emotional Intelligence, Emotionally Aware","AWS VPC, Lambda, DynamoDB, API Gateway, CDK",2Y1S,4.9,3.2,"Flutter, Dart, Firebase, GetX, REST APIs;","Problem Solving, Strategic Solver",UI/UX Designer,59,1,4,2,5,5,6,1,5,3,3,2,Visual,,,,,,
Female,Mullaitivu,Commerce Stream,"Leadership, Galaxy-Level Influence","AWS, Docker, Kubernetes, Terraform, CI/CD",1Y2S,3.4,3,"MERN Stack, TypeScript, Docker, Git, Firebase","Presentation Skills, Elite Speaker",Mobile App Developer,87,1,5,5,1,2,5,8,8,7,3,2,Read/Write,,,,,,
Other,Monaragala,Bio Stream,"Communication, Expression, Authenticity","Python, Django, Git, PostgreSQL, Docker, REST APIs",2Y1S,2.4,3.3,"Flutter, Dart, VS Code","Teamwork, Inclusiveness, Respect;",DevOps / Cloud Engineer,90,3,4,1,4,1,9,2,1,6,9,9,Kinesthetic,,,,,,
Female,Galle,Maths Stream,"Problem Solving, Genius, Breakthrough","Java, Python, VS Code, Git, GitHub, MySQL, Postman",2Y2S,3.7,3.3,"Figma, Adobe XD, User Testing, Accessibility","Problem Solving, Analytical Thinking, Creativity",DevOps / Cloud Engineer,80,2,1,2,1,2,8,8,3,9,4,3,Visual,,,,,,
Female,Kegalle,Maths Stream,"Adaptability, Handles Pressure Well","Java, VS Code, Git",1Y1S,1.3,3,"Flutter, Dart, Firebase Auth, GetX, Git","Leadership, Responsibility, Integrity;",DevOps / Cloud Engineer,93,5,2,3,3,2,6,6,7,2,5,5,Aural,,,,,,
Female,Ampara,Commerce Stream,"Critical Thinking, 9000 IQ","Node.js, Express.js",2Y2S,2.2,3,"React.js, Next.js, Tailwind CSS, TypeScript;","Emotional Intelligence, Balance, Harmony;",Software Engineer / Backend,38,3,4,5,3,4,3,1,3,2,6,3,Mixed (Visual + Kinesthetic),,,,,,
Female,Galle,Maths Stream,"Problem Solving, Initiative, Resilience","Java, VS Code, Git, MySQL",2Y1S,4.2,3.2,"Python, Scikit-learn, Pandas, Model Evaluation, SQL;","Communication, Rapport Building, Approachability;",DevOps / Cloud Engineer,54,4,1,3,1,5,2,8,6,5,2,3,Kinesthetic,,,,,,
Female,Polonnaruwa,Maths Stream,"Problem Solving, Analytical Thinking, Creativity","SQL, Excel",1Y2S,3.5,3.2,"Node.js, Express.js","Teamwork, Collaboration, Unity;",DevOps / Cloud Engineer,59,1,2,4,3,3,2,3,2,2,8,4,Aural,,,,,,
Male,Batticaloa,Maths Stream,"Public Speaking, Charismatic Presence","SQL, Excel, Power BI, Google Sheets",1Y1S,4.8,3.2,"Python, R, XGBoost, Feature Engineering, SQL","Leadership, Inspiring Guide",Mobile App Developer,99,3,4,1,4,5,7,10,7,4,4,1,Visual,,,,,,
Male,Jaffna,Bio Stream,"Creativity, Brainstorming, Originality","Python, Django/Flask, PostgreSQL, Git, Docker, REST APIs, Celery, Redis",2Y1S,2,3,"Git, Docker Desktop, VS Code","Adaptability, Changes Instantly",Software Engineer / Backend,42,1,5,1,4,1,8,5,7,5,9,10,Aural,,,,,,
Female,Monaragala,Bio Stream,"Adaptability, Thrives Anywhere","SQL, Python, Tableau, Power BI, Data Visualization",2Y1S,2.7,3.2,"Node.js, Express.js, MongoDB, Mongoose, JWT;","Communication, Flawless",IT / Technology Generalist,81,4,4,3,4,1,4,9,5,10,6,4,Visual,,,,,,
Female,Kandy,Bio Stream,"Teamwork, Team-First Attitude","Flutter, Dart, Android Studio, Firebase Auth, VS Code",2Y2S,1.3,3.2,"Python, Pandas, Scikit-learn, Jupyter, SQL;","Time Management, Always Meets Deadlines",DevOps / Cloud Engineer,47,4,1,5,5,3,10,7,5,3,3,7,Kinesthetic,,,,,,
Male,Badulla,Arts Stream,"Emotional Intelligence, Balance, Harmony","Python, Jupyter, Pandas",1Y1S,4.4,2.8,"Kali Linux, Wireshark, Python, Ethical Hacking, Firewall;","Problem Solving, Logical Reasoning, Patience",AI / Machine Learning Engineer,98,1,5,3,5,5,4,7,8,8,1,6,Visual,,,,,,
Male,Gampaha,Bio Stream,"Communication, Expression, Clarity","Figma, Canva",2Y1S,1.3,3.2,"MERN Stack, TypeScript, Docker, Git, Firebase","Emotional Intelligence, Highly Aware",Software Engineer / Backend,78,2,5,2,5,1,2,9,1,1,8,10,Visual,,,,,,
Female,Polonnaruwa,Bio Stream,"Critical Thinking, Sharp & Fair","Docker, Kubernetes, Terraform, AWS, Ansible",1Y1S,4,3.3,"Python, FastAPI, PostgreSQL, Docker, SQLAlchemy;","Adaptability, Adjusts Like Water",Frontend / Web Developer,56,5,2,3,4,5,9,5,7,5,5,9,Aural,,,,,,
Female,Nuwara Eliya,Commerce Stream,"Creativity, Universe Builder","PyTorch, TensorFlow, Docker, FastAPI, NumPy",2Y1S,3,3.3,"AWS EC2, VPC, IAM, CloudWatch, Route53","Communication, Confident & Clear",DevOps / Cloud Engineer,76,1,4,3,2,3,3,2,6,6,2,3,Visual,,,,,,
Female,Kilinochchi,Bio Stream,"Problem Solving, Limitless Reasoning","Figma, Adobe XD, Design Systems, Accessibility",2Y2S,4,3.2,"Java, Python, VS Code, Git, GitHub","Teamwork, Inclusivity, Supportiveness;",Mobile App Developer,50,4,5,1,1,5,8,9,5,7,7,9,Kinesthetic,,,,,,
Male,Mullaitivu,Technology Stream,"Communication, Clear Communicator","Python, Google Colab",2Y1S,2.6,3.3,"React.js, Node.js, Express.js, MongoDB, Redux","Critical Thinking, Sharp Logic",Data Science & Analytics,55,1,2,4,4,5,2,5,8,9,5,2,Visual,,,,,,
Male,Jaffna,Arts Stream,"Leadership, Delegation, Trust","Python, Pandas",1Y1S,1.8,3.2,"Figma, Canva, Wireframing","Time Management, Structure, Order;",Data Science & Analytics,98,3,3,3,2,3,5,2,9,6,2,6,Kinesthetic,,,,,,
Female,Mannar,Bio Stream,"Presentation Skills, Visual Communication, Engagement","Java, MySQL, Git",2Y1S,2.7,3.2,"Java, Python, Spring Boot, Git, MySQL;","Problem Solving, Troubleshooting, Calmness;",Data Science & Analytics,57,3,3,2,2,5,3,3,2,2,4,3,Read/Write,,,,,,
Male,Ratnapura,Arts Stream,"Problem Solving, Initiative, Resilience","Python, Pandas, Excel",2Y2S,4.4,3.2,"Git, Docker Desktop, Basic Linux Commands, VS Code, GitHub","Problem Solving, Practical Solutions",Data Science & Analytics,45,1,2,5,1,5,5,7,9,1,2,9,Visual,,,,,,
Male,Badulla,Maths Stream,"Problem Solving, Initiative, Resilience","React.js, TypeScript, Redux Toolkit, Tailwind CSS, Git, Vite, React Query",2Y2S,2.1,3.3,"MERN Stack, Docker, Git, Redux, Postman","Communication, Fluent & Clear",Data Science & Analytics,50,4,3,2,4,4,9,2,5,7,4,1,Read/Write,,,,,,
Female,Galle,Maths Stream,"Critical Thinking, Research Skills, Objectivity","Java, Spring Boot, Git, MySQL, Docker, JUnit",2Y1S,2,2.8,"Figma, Canva, Wireframing, Basic Prototyping","Leadership, Leads by Action",Mobile App Developer,61,5,4,4,5,1,10,7,8,10,6,8,Aural,,,,,,
Female,Kegalle,Arts Stream,"Communication, Clear Navigator","SQL, Python, Power BI, Tableau, Statistics",2Y1S,1.5,3.3,"TensorFlow, Keras, PyTorch, OpenCV, NLP;","Communication, Clear Communicator",Cybersecurity / Network Engineer,98,1,4,3,1,1,2,1,1,7,9,5,Kinesthetic,,,,,,
Female,Jaffna,Commerce Stream,"Time Management, Master of Eternity","Flutter, Dart, VS Code",1Y2S,2.7,3.3,"Python, Google Colab","Time Management, Controls Time",Frontend / Web Developer,47,5,4,2,1,4,10,4,1,1,7,6,Visual,,,,,,
Female,Nuwara Eliya,Bio Stream,"Adaptability, Change Management, Open-Mindedness","HTML, CSS, React.js, Node.js",3Y2S,4.5,3.2,"Burp Suite, Wireshark, Python, OWASP Top 10","Leadership, Galaxy-Level Influence",DevOps / Cloud Engineer,58,2,2,5,5,1,6,5,5,10,4,2,Read/Write,,,,,,
Female,Anuradhapura,Maths Stream,"Presentation Skills, Leadership, Decision Making","Burp Suite, Kali Linux, Python, Penetration Testing",1Y1S,4.9,3.3,"SQL, Python, Power BI, Excel (Power Query), Statistics;","Problem Solving, Analytical Skills, Detail-Oriented;",Data Science & Analytics,80,3,5,2,1,4,7,2,8,6,3,3,Aural,,,,,,
